latitude,longitude,population
8.88113,76.58469,394163
-20.12861,-40.30778,394153
41.28667,36.33,394050
59.43696,24.75353,394024
5.9597,10.14597,393835
13.18421,30.21669,393311
6.33732,-75.55795,392939
34.59972,119.15944,392444
5.8402,118.1179,392288
36.15398,-95.99277,391906
26.32599,43.97497,391336
31.61332,65.71013,391190
37.80437,-122.2708,390724
-23.68611,-46.62278,390633
23.46186,91.18503,389411
13.59934,100.59675,388920
-15.11646,39.2666,388526
11.86357,-15.59767,388028
10.69694,122.56444,387681
18.3,42.73333,387553
-21.75227,-41.33044,387417
-27.46056,-58.98389,387158
32.37535,15.09254,386120
-23.66778,-46.46139,386069
6.44852,2.35566,385755
51.48165,7.21648,385729
34.78244,135.46932,384459
19.39528,-99.09778,384326
-19.96778,-44.19833,384000
34.48333,133.36667,383298
-9.29782,14.91162,383100
18.54472,-72.30278,382920
44.97997,-93.26384,382578
37.69224,-97.33754,382368
1.21361,-77.28111,382236
37.88738,41.13221,381990
-41.28664,174.77557,381900
28.09973,-15.41343,381847
-29.16806,-51.17944,381270
57.91944,59.965,381116
51.50168,7.1756,380000
37.45127,116.31046,379555
44.58883,33.5224,379200
-26.08577,27.77515,378821
22.69089,88.37404,378705
34.76667,137.38333,378374
33.63333,114.63333,377061
45.56995,-73.692,376845
-12.06513,-75.20486,376657
48.04782,37.92576,376610
25.43944,119.01028,376558
37.5847,36.92641,376045
34.2152,135.1501,375339
41.3275,19.81889,374801
-20.81972,-49.37944,374699
54.9,23.9,374643
40.61028,115.04472,373422
2.7297,101.9381,372917
27.61672,113.85353,372123
38.49457,43.38323,371713
21.30694,-157.85833,371657
30.3392,48.3043,370180
10.21667,-64.61667,370000
27.93557,109.59961,370000
49.19522,16.60796,369559
53.9168,30.3449,369200
-35.28346,149.12807,367752
34.68505,135.80485,367353
19.09457,74.73843,367140
20.90251,74.77735,366980
-8.00889,-34.85528,366754
34.26101,-6.5802,366570
53.1235,18.00762,366452
3.8077,103.326,366229
44.49381,11.33875,366133
19.27022,-98.93588,365777
32.73569,-97.10807,365438
36.8065,127.1522,365114
10.47226,-66.80155,364684
27.55508,68.21414,364033
14.03493,35.38344,363945
-43.53333,172.63333,363926
45.0428,41.9734,363064
17.98689,-92.93028,362401
35.08333,137.15,362383
-36.99282,174.87986,362000
23.05116,112.45972,361969
40.9833,29.1167,361615
25.24446,86.97183,361548
31.71306,73.97833,361303
-23.52272,-46.835,361112
51.27027,7.16755,360797
9.40079,-0.8393,360579
51.82721,107.60627,360278
36.65139,138.18111,360176
11.17715,-4.2979,360106
51.25,22.56667,360044
44.64533,-63.57239,359111
30.51365,117.04723,358661
42.9,71.36667,358153
44.95719,34.11079,358108
14.81389,121.04528,357828
5.06889,-75.51738,357814
37.47722,126.86639,357545
36.6736,48.4787,357471
37.05,140.88333,357309
14.45903,120.92903,356974
43.77063,142.36489,356612
35.23417,128.88111,356242
64.5401,40.5433,356051
-3.69543,128.18141,355596
-0.48585,117.1466,355160
19.3984,-99.15766,355017
43.26271,-2.92528,354860
23.2329,-106.4062,354717
-27.79511,-64.26149,354692
34.84833,135.61678,354468
40.64361,22.93086,354290
19.43471,-99.20091,353534
8.62261,-70.20749,353442
2.9273,-75.28189,352855
34.95,137.16667,352361
27.1865,56.2808,352173
49.23278,28.48097,352115
25.75976,-100.16287,352064
26.25,105.93333,351936
34.76143,135.51567,351630
19.31556,-98.88284,351001
34.22611,135.1675,351000
23.97694,121.60444,350468
10.31028,123.94944,350467
22.23544,76.39295,350000
-25.93312,28.01213,350000
29.47394,77.70414,349706
27.47629,-99.51639,349550
43.77925,11.24626,349296
35.31495,46.99883,349176
18.39721,76.56784,348967
-7.23056,-35.88111,348936
43.65421,-79.56711,347948
21.38083,-77.91694,347562
35.37329,-119.01871,347483
42.98339,-81.23304,346765
42.26833,118.96361,346654
39.83167,127.61861,346082
51.1801,71.44598,345604
50.61074,36.58015,345289
13.1629,32.66347,345068
45.76195,130.85131,345033
25.27932,51.52245,344939
10.22856,-67.47421,344700
19.28348,-99.00317,344106
29.95465,-90.07507,343829
18.9261,-99.23075,343769
55.45,65.33333,343129
25.74664,89.25166,343122
32.97568,74.07926,342900
55.1904,30.2049,342700
10.91843,-74.76459,342556
22.51682,113.38521,342306
-22.72528,-47.64917,342209
47.36667,8.55,341730
17.48486,78.41376,341709
31.27154,72.32842,341210
-3.36667,36.68333,341136
13.09818,80.16152,341049
37.4,140.38333,340560
42.15,24.75,340494
-18.01274,31.07555,340360
35.85444,139.96889,340221
35.53168,35.79011,340181
41.18418,80.27921,340020
20.67675,-101.35628,339554
35.79916,139.46903,339435
52.6386,-1.13169,339239
-27.4806,-58.8341,339067
54.5293,36.27542,338978
0.03889,-51.06639,338936
35.78682,-78.66389,338759
43.70313,7.26608,338620
37.97083,126.55444,338155
8.12923,-63.54086,338000
35.90861,139.48528,337931
23.89154,90.40232,337579
59.97305,30.47607,337091
15.14575,76.91751,336681
-23.48611,-46.34833,336679
33.83529,-117.9145,336265
27.94752,-82.45843,335709
33.55972,133.53111,335570
-22.31472,-49.06056,335024
9.93333,-84.08333,335007
38.34517,-0.48149,334757
34.34028,134.04333,334223
42.29306,123.84139,333907
36.26877,50.0041,333635
26.12259,85.39055,333200
22.67111,88.37472,332965
14.40118,33.51989,332714
35.50222,112.83278,332650
-16.735,-43.86167,332379
52.03333,8.53333,331906
-3.3822,29.3644,331700
10.32361,123.92222,331320
30.44079,48.18428,330606
27.50199,77.6833,330511
33.48778,48.35583,329825
13.71024,-89.13989,329708
30.32715,76.40266,329224
39.15278,127.44361,329207
52.27401,77.00438,329002
37.89155,-4.77275,328428
19.94711,79.29607,328351
-29.91778,-51.18361,328291
43.59917,39.72569,327608
41.79556,129.77583,327000
42.9075,129.50778,326957
25.34644,74.63523,326431
35.57845,-5.36837,326261
39.71806,140.10333,325837
-23.52278,-46.18833,325746
36.69528,137.21139,325532
-5.19449,-80.63282,325466
10.51667,76.21667,325110
39.72943,-104.83192,325078
19.31151,84.7929,324726
33.74557,-117.86783,324528
-23.96306,-46.39194,324457
52.96508,36.07849,324200
31.71111,113.36306,323945
-27.36708,-55.89608,323739
31.83588,47.14399,323302
48.78583,44.77973,323293
4.142,-73.62664,321717
-23.18639,-46.88417,321589
9.05032,-79.47068,321501
54.7818,32.0401,320991
-25.50972,-54.61111,320782
-31.77194,-52.3425,320674
46.65581,32.6178,320477
27.88142,79.9109,320434
39.71667,140.11667,320069
10.59095,14.31593,319941
-34.65344,-58.61975,319934
-16.32667,-48.95278,319587
20.11697,-98.73329,319581
13.93157,75.56791,319550
39.65417,66.95972,319366
38.62727,-90.19789,319294
68.97917,33.09251,319263
51.53622,-0.10304,319143
20.88722,-76.26306,319102
49.97143,82.60586,319067
31.99289,44.92552,318801
28.45322,117.9686,318769
-8.58333,116.11667,318674
40.78206,72.34424,318419
47.16667,27.6,318012
41.65518,-4.72372,317864
49.59373,34.54073,317847
28.63576,77.22445,317797
35.88333,139.78333,317437
43.03667,44.66778,317370
53.6884,23.8258,317365
50.25841,19.02754,317316
28.89447,76.58917,317245
45.60746,122.82076,316970
-9.08528,-78.57833,316966
46.76667,23.6,316748
14.21167,121.16528,316612
10.31344,9.84327,316149
59.13333,37.9,315738
4.53389,-75.68111,315328
32.5128,45.81817,315162
45.75372,21.22571,315053
59.2239,39.88398,314900
41.06046,28.98717,314684
4.57937,-74.21682,313945
19.63453,-99.1005,313405
40.68278,46.36056,313300
40.76432,120.85327,313247
37.77417,29.0875,313238
6.59651,3.34205,313196
50.73438,7.09549,313125
49.83465,18.28204,313088
43.21667,27.91667,312770
-20.31944,-40.33778,312656
30.95,117.78333,312588
8.25,124.4,312323
-13.52264,-71.96734,312140
-23.42528,-51.93861,311724
31.91111,131.42389,311203
3.6253,98.864,311063
-8.37915,-74.55387,310750
29.2947,117.20789,310565
-23.99306,-46.25639,310424
38.50722,125.75583,310100
56.13655,40.39658,310024
-23.65236,-70.3954,309832
-29.27016,26.7052,309714
-3.80044,102.26554,309712
8.94917,125.54361,309709
22.27817,-97.86772,309003
52.03171,113.50087,308500
52.40656,-1.51217,308313
-32.92715,151.77647,308308
10.46314,-73.25322,308237
25.79516,-100.31461,308206
34.85038,5.72805,307987
49.49671,8.47955,307960
51.50551,31.28487,307684
32.55556,35.85,307480
13.34149,77.101,307359
35.19278,128.08472,307242
4.24482,117.89115,306462
37.46271,118.49165,306450
27.14941,78.4018,306409
29.30995,30.8418,306393
-8.76194,-63.90389,306180
20.52353,-100.8157,305901
-24.19457,-65.29712,305891
40.44062,-79.99589,305704
-26.23656,28.36938,305692
14.5832,121.0409,305576
18.67154,78.0988,305438
23.73166,86.84372,305405
27.80058,-97.39638,305215
-20.53861,-47.40083,305041
17.00517,81.77784,304804
44.31667,23.8,304142
33.95335,-117.39616,303871
44.18073,28.63432,303399
54.1838,45.1749,303394
36.70904,67.11087,303282
53.7446,-0.33525,302296
51.48,-3.18,302139
23.25572,87.85691,301725
32.57284,74.07897,301506
26.2125,127.68111,300795
52.09755,23.68775,300715
34.20195,72.05254,300424
61.25,73.41667,300367
5.41123,100.33543,300000
44.8479,65.49989,300000
24.9424,67.2066,300000
4.85165,31.58247,300000
22.36667,75.38333,300000
8.59524,-71.1434,300000
24.78081,110.48967,300000
44.85278,65.50917,300000
39.96833,32.73083,300000
15.15,120.58333,299391
53.79391,-1.75206,299310
15.16222,120.5675,298976
35.24762,136.97229,298589
-8.17211,113.69953,298585
40.82444,140.74,298394
35.00444,135.86833,298164
22.72154,88.48198,298127
38.67431,39.22321,298004
50.36386,-119.34997,297601
49.42854,32.06207,297568
42.23282,-8.72264,297332
22.25528,-97.86861,297284
34.63333,134.98333,297279
22.64859,88.34115,296973
39.162,-84.45689,296943
29.15394,75.72294,296436
28.80904,79.02895,296418
34.96667,136.61667,295841
38.0498,-84.45855,295803
34.76278,127.66528,295538
39.70361,141.1525,295172
-33.02457,-71.55183,294551
50.9216,34.80029,294456
37.75,140.46778,294237
45.45,28.05,294087
-26.91944,-49.06611,293949
28.49615,77.53601,293908
28.58,77.33,293908
-25.54778,-54.58806,293523
25.36457,49.56532,293179
16.96036,82.23809,292923
29.39005,76.96949,292808
50.42675,80.26669,292780
7.7411,8.5121,292645
-34.424,150.89345,292190
-25.095,-50.16194,292177
9.61524,6.54776,291905
53.13333,23.16433,291855
61.21806,-149.90028,291826
37.9577,-121.29078,291707
-8.9,33.45,291649
13.86075,100.51477,291555
36.1136,128.336,291006
52.73169,41.44326,290933
37.49223,15.07041,290927
25.41,49.58083,290802
5.47775,10.41759,290768
31.11556,74.44667,290643
52.09083,5.12222,290529
20.00073,110.29359,290000
-7.94083,-34.87306,289971
32.46367,44.41963,289709
-22.56472,-47.40167,289665
19.26855,76.77081,289629
48.43294,-123.3693,289625
21.48333,109.1,289568
23.11147,114.41523,289201
40.99441,28.90417,288743
22.37066,114.10479,288728
38.45647,-82.69238,288649
38.41258,-82.70905,288649
36.19112,5.41373,288461
32.29939,-9.23718,288163
40.10056,124.39806,288112
16.4619,107.59546,287217
41.66394,-83.55521,287208
26.15216,85.89707,287150
53.56667,10.08333,287101
40.78056,30.40333,286787
40.96072,29.27067,286622
-30.08111,-51.02333,285269
30.58768,31.502,285097
44.94441,-93.09327,285068
5.3302,103.1408,285065
30.60427,32.27225,284813
8.5931,-70.2261,284289
36.86709,42.98845,284000
49.00937,8.40444,283799
-9.44314,147.17972,283733
35.51667,140.08333,283531
35.94389,126.95444,283501
12.24507,109.19432,283441
-23.5425,-46.31083,283314
27.56246,76.625,283228
14.5786,121.1222,283172
18.5125,-72.28528,283052
36.39111,139.06083,282711
22.07402,82.1566,282705
-27.63917,153.10944,282673
-33.03932,-71.62725,282448
-0.8917,119.8707,282431
-10.1718,123.6075,282396
50.26487,28.67669,282192
6.18461,-75.59913,281853
40.80276,29.43068,281436
23.92298,90.71768,281080
35.55597,6.17414,280798
21.50951,-104.89569,280592
32.32194,118.29778,280582
35.3,136.8,280331
-18.01465,-70.25362,280098
53.58935,9.984,280000
34.7795,72.36265,279914
7.65,4.91667,279319
56.63877,47.89078,279100
47.23617,38.89688,279056
10.23409,-66.66308,278890
48.33576,38.05325,278550
42.30008,-83.01654,278013
7.62789,4.74161,277904
57.76647,40.92686,277656
43.53573,-5.66152,277554
41.11148,16.8554,277387
32.6856,51.53609,277334
34.74056,10.76028,277278
47.21725,-1.55336,277269
40.73566,-74.17237,277140
-2.90055,-79.00453,276964
7.1962,5.58681,276574
-38.71959,-62.27243,276546
-6.91806,106.92667,276414
45.64861,25.60613,276088
50.55034,137.00995,275908
41.77583,140.73667,275730
36.72615,3.18291,275630
10.74244,13.80227,275239
-3.73611,-38.65306,275019
48.58392,7.74553,274845
54.58333,-5.93333,274770
39.47066,75.98951,274717
33.42056,43.30778,274539
16.69117,74.46054,274383
34.81641,135.56828,273992
34.61667,135.6,273213
34.34817,62.19967,272806
20.14444,-75.20917,272801
43.49806,43.61889,272800
16.41639,120.59306,272714
-22.505,-43.17861,272691
25.29194,51.42444,272465
50.08258,8.24932,272432
8.74798,-75.88143,272420
33.98308,51.43644,272359
46.05108,14.50513,272220
34.76943,134.82905,271634
-7.3274,108.2207,271143
16.82442,75.71537,271064
35.06306,118.34278,270669
14.3595,121.0473,270216
51.96236,7.62571,270184
51.5075,7.12283,270028
23.74174,-99.14599,269923
36.07264,-79.79198,269666
34.79361,126.38861,268402
32.01778,36.04639,268237
-22.55941,17.08323,268132
-6.41621,20.79995,267462
31.13385,30.12843,267370
34.06583,134.55945,267345
32.81841,34.9885,267300
53.62462,55.95015,267231
27.52188,41.69073,267005
30.94454,113.55284,265886
23.48333,111.31667,265846
47.20417,123.63333,265344
23.72894,92.71791,265331
50.77664,6.08342,265208
40.58972,49.66861,265150
8.16667,124.21667,265032
61.78491,34.34691,265025
11.46186,26.12583,264734
5.52627,7.48959,264662
31.45934,104.75423,264136
39.74833,37.01611,264022
17.06542,-96.72365,262566
-25.87133,29.23323,262491
41.38896,2.16179,262485
50.27969,57.20718,262457
-31.73197,-60.5238,262295
19.84102,75.88636,262034
17.34769,78.55757,261987
51.18539,6.44172,261742
43.86682,-79.2663,261573
55.60587,13.00073,261548
42.88645,-78.87837,261310
22.96585,76.05526,261218
9.30472,-75.39778,261187
43.6125,122.26528,261110
-19.74833,-47.93194,260843
53.00415,-2.18538,260419
22.64132,88.37727,260072
40.54184,81.26566,260000
-0.28333,36.06667,259903
33.01984,-96.69889,259841
10.03711,105.78825,259598
48.37154,10.89851,259196
35.32306,139.34222,259052
17.7,83.21667,258944
29.70475,116.00206,258807
41.0275,113.10583,258757
2.43823,-76.61316,258653
17.49326,44.12766,258573
40.8,-96.66696,258379
27.48642,-109.94083,258162
14.54248,49.12424,258132
-6.8886,109.6753,257945
10.45397,-64.18256,257783
24.58225,80.8248,257778
36.0397,-114.98194,257729
-9.97472,-67.81,257642
26.7778,79.02159,257448
-24.95583,-53.45528,257172
41.35967,2.10028,257038
7.09316,4.83528,257005
-19.11639,33.48333,256936
60.2052,24.6522,256760
40.38897,-3.74569,256644
56.1325,101.61417,256600
31.86613,-116.59972,256565
56.24143,43.45539,256537
36.91876,34.8784,256482
36.56332,53.06009,255396
21.18333,81.28333,255283
50.62308,26.22743,255106
22.18306,-100.94083,255015
42.94769,89.17886,254900
5.17938,7.71082,254806
35.23929,115.47358,254602
38.24056,140.36333,254538
25.67325,-100.45813,254472
-6.7063,108.557,254298
-29.67833,-51.13056,253841
21.45388,91.96765,253788
54.51889,18.53188,253730
41.1306,-85.12886,253691
40.39094,-3.7242,253678
22.89396,88.41521,253221
-14.86611,-40.83944,253137
32.38583,111.66778,253112
-28.78301,32.03768,252968
-36.72494,-73.11684,252968
52.58547,-2.12296,252791
13.62793,25.34936,252609
14.78333,-16.96667,252320
9.59306,41.86611,252279
7.06222,-73.08644,252267
46.63954,126.99508,252245
-23.51056,-46.87611,251994
33.8973,48.7516,251958
53.56667,9.98333,251907
26.59444,104.83333,251900
35.42867,51.57544,251834
-12.13951,-77.00615,251648
-23.02639,-45.55528,251641
32.99472,112.53278,251532
15.0286,120.6898,251248
19.36357,-98.97707,251168
-6.82102,37.66122,250902
-18.85111,-41.94944,250878
13.63551,79.41989,250821
5.5577,95.3222,250757
39.61833,122.00806,250591
28.99587,77.01165,250521
22.4,-79.96667,250512
7.63527,4.18156,250443
8.94417,125.50194,250353
10.28969,11.16729,250258
53.55,9.93333,250192
13.1147,80.10981,250044
-24.00583,-46.40278,250027
43.32472,21.90333,250000
19.38611,-99.16204,250000
19.9389,-72.83257,250000
32.08088,34.78057,250000
-33.59217,-70.6996,249858
-15.64667,-56.1325,249752
41.14961,-8.61099,249633
-22.52306,-44.10417,249580
48.5132,32.2597,249454
-29.68417,-53.80694,249219
36.06443,136.22257,248707
48.51134,34.6021,248575
43.61092,3.87723,248252
9.28333,12.46667,248148
50.79646,19.12409,248125
13.15823,80.30181,248059
43.90012,-78.84957,247989
3.53944,-76.30361,247986
39.77472,64.42861,247644
40.72816,-74.07764,247597
23.84251,78.74386,247333
50.37153,-4.14305,247297
17.41567,102.78589,247231
50.8357,12.92922,247220
-14.06777,-75.72861,246844
51.20487,58.56685,246836
-26.71171,27.83795,246754
52.9536,-1.15047,246654
7.76694,-72.225,246583
36.34139,140.44667,246538
35.4275,119.45528,246387
50.90395,-1.40428,246201
43.37135,-8.396,246056
25.94167,83.56111,246050
33.95,130.95,245786
-15.5,-70.13333,245675
19.63658,-99.30682,245383
27.11716,114.97927,245000
36.84165,54.44361,244937
60.9344,76.5531,244937
27.77086,-82.67927,244769
52.26594,10.52673,244715
35.89917,114.1925,244662
17.33521,96.48135,244376
25.19729,85.52374,244230
10.43398,-66.87662,244216
40.39354,-3.662,244151
41.005,39.72694,244083
51.45625,-0.97113,244070
23.16971,89.21371,243987
38.61202,27.42647,243971
32.64005,-117.0842,243916
38.25424,-85.75941,243639
-19.76972,-43.85139,243503
35.97861,126.71139,243406
37.35139,127.94528,243387
52.53667,103.88639,243158
55.65,37.71667,243000
28.73041,77.78141,242920
36.84681,-76.28522,242803
30.20712,74.9414,242800
35.33588,40.14084,242565
10.43959,45.01432,242344
19.68028,-99.01,242272
45.47723,-75.70164,242124
28.76667,104.62383,242111
-38.95161,-68.0591,242092
44.72439,37.76752,241856
18.46148,-97.39282,241429
24.09082,32.89942,241261
27.39048,79.58007,241152
41.00244,29.23187,241000
36.33333,139.01667,240857
14.6794,77.59877,240442
3.8801,-77.03116,240387
38.75428,48.85062,240300
35.16667,138.68333,240014
51.47924,11.91605,240000
30.3708,113.44294,239406
40.5,141.5,239046
43.8361,-79.49827,238866
-29.94218,-50.99278,238778
34.76615,135.62759,238549
24.05783,89.87696,238422
28.53834,-81.37924,238300
33.31667,130.51667,238197
39.64917,27.88611,238151
-38.73965,-72.59842,238129
51.33921,6.58615,237984
23.67027,58.18911,237816
22.22516,88.45086,237783
56.15674,10.21076,237551
33.15917,129.72278,237444
13.7567,121.0584,237370
19.41116,-102.05644,237308
27.01122,49.65825,237274
16.77919,94.73212,237089
-6.8694,109.1402,237084
9.70853,1.66598,237040
24.89904,91.87198,237000
23.33033,75.04032,236843
48.71395,21.25808,236563
48.29149,25.94034,236250
33.30616,-111.84125,236123
30.05614,70.63477,236093
27.50641,-99.50754,236091
37.68028,112.73194,235929
30.66667,73.1,235695
49.55589,25.60556,235676
42.84998,-2.67268,235661
62.03389,129.73306,235600
-8.28333,-35.97611,235371
26.16418,32.72671,235362
2.81972,-60.67333,235150
-7.81667,112.01667,235143
52.92277,-1.47663,235029
6.80448,-58.15527,235017
18.755,79.474,235000
-0.35817,42.54536,234852
13.96667,44.18333,234837
39.07328,63.57861,234817
37.18817,-3.60667,234325
55.63657,51.82447,234297
6.49646,2.60359,234168
51.5,12,234107
43.42537,-80.5112,233700
-25.85891,28.18577,233386
7.44778,125.80778,233254
43.07305,-89.40123,233209
53.55,10.01667,233144
4.88447,-1.75536,232919
54.32133,10.13489,232758
36.08889,111.51889,232566
44.84044,-0.5805,231844
29.92009,73.87496,231838
35.32611,139.40389,231657
51.05,3.71667,231493
14.55883,121.13285,231460
35.82028,139.80444,231445
7.32765,13.58472,231357
34.94808,127.48947,230796
18.13346,-94.44242,230717
61.67642,50.80994,230139
38.26218,-0.70107,230112
1.71594,44.77166,230100
42.45306,59.61028,230006
29.84144,31.30084,230000
52.12773,11.62916,229826
36.09986,-80.24422,229617
33.57786,-101.85517,229573
26.24833,68.40955,229504
30.45075,-91.15455,229493
34.43667,35.84972,229398
27.21731,77.49009,229384
45.53121,-73.51806,229330
35.43889,139.35972,229199
18.57512,-72.22302,229127
19.33212,-99.21118,228927
-33.75757,25.3971,228912
44.95,26.01667,228851
5.647,100.48772,228843
3.6001,98.4854,228763
13.93139,121.61722,228758
-19.46833,-42.53667,228746
18.43915,79.12856,228745
25.56985,-103.49588,228577
10.01245,105.08091,228356
35.99403,-78.89862,228330
50.63297,3.05858,228328
4.4148,114.0089,228212
40.45455,-3.64808,228171
51.44162,0.14866,228000
-22.82194,-47.26694,227977
31.03408,30.46823,227943
25.05823,-77.34306,227940
-25.33968,-57.50879,227876
-20.22036,-70.13913,227499
49.06802,33.42041,227494
11.93381,79.82979,227411
50.28682,19.10385,227295
23.0881,-82.3597,227293
28.10988,30.7503,227150
51.29667,37.84167,226977
36.45596,115.97766,226930
32.91262,-96.63888,226876
12.17024,6.66412,226857
52.15,11.63333,226851
51.40253,21.14714,226794
33.53865,-112.18599,226721
22.75278,88.34222,226317
46.64142,124.86283,226298
36.2126,57.68191,226183
25.41111,55.43504,226172
-12.77611,15.73917,226145
43.31195,45.68895,226100
-38.14711,144.36069,226034
16.2047,77.354,225962
23.67704,116.99961,225956
17.50107,78.45818,225816
10.26761,13.26436,225705
-2.49077,28.84281,225389
37.98869,-84.47772,225366
-7.21306,-39.31528,225230
39.52963,-119.8138,225221
24.75636,90.40646,225126
29.69197,76.98448,225049
-26.1625,27.8725,225000
-5.06893,39.09875,224876
30.65,113.1,224871
-19.03332,-65.26274,224838
-14.56257,40.68538,224795
25.8576,-80.27811,224669
31.79213,34.64966,224656
35.48333,139.45,224015
43.36029,-5.84476,224005
5.86638,-55.16682,223757
37.76441,38.27629,223744
25.56314,84.67137,223676
30.80806,73.44583,223648
23.61352,90.50298,223622
35.08056,109.08972,223603
24.80805,93.9442,223523
32.6344,51.3668,223450
36.09719,-115.14666,223167
38.86056,65.78905,222898
22.16547,88.8007,222764
9.73917,118.73528,222673
35.90056,117.75194,222459
28.46824,-16.25462,222417
38.04056,125.71472,222396
47.06667,15.45,222326
36.81904,-76.27494,222209
7.37241,4.18739,222160
-23.64889,-46.85222,221733
-26.17753,-58.17814,221383
47.70911,40.21443,221312
50.27961,127.5405,221296
14.82917,120.28278,221178
44.77583,17.18556,221106
41.41814,2.19933,221029
36.21329,58.79575,220929
29.85058,115.5525,220661
53.1384,29.2214,220517
31.97102,34.78939,220492
15.48586,120.96648,220250
40.4984,-3.7314,220085
25.14582,82.56975,220029
38.19394,15.55256,219948
34.79936,135.35697,219789
22.33971,87.32501,219665
23.80199,86.44324,219636
10.78523,79.13909,219571
41.45004,2.24741,219547
35.97145,139.61382,219401
14.4646,121.1929,219204
51.47311,6.88074,219176
13.3622,100.98345,219164
45.4299,10.98444,219103
53.9059,86.719,219000
0.52036,35.26993,218446
39.68442,106.81583,218427
4.57728,13.68459,218111
-5.52639,-47.49167,218106
18.46156,-69.29718,217899
19.2,73.16667,217780
4.85,100.73333,217647
33.50921,-111.89903,217385
6.12104,100.36014,217368
-7.42139,109.23444,217222
-25.29167,-49.22417,217000
36.19886,-115.1175,216961
40.69149,-73.80569,216866
58.0446,38.84259,216724
-42.87936,147.32941,216656
14.31222,121.11139,216650
-0.10221,34.76171,216479
32.81402,-96.94889,216290
14.42972,120.93667,216099
55.70196,37.81178,216000
47.9959,7.85222,215966
6.8293,79.863,215941
-6.55694,107.44333,215803
55.9825,37.18139,215727
25.5251,69.0159,215657
6.87735,-6.45022,215652
13.49667,39.47528,215546
52.53639,85.20722,215430
-36.82699,-73.04977,215413
45.25167,19.83694,215400
39.1,121.71667,215386
8.41667,-71.13333,215259
58.52131,31.27104,215062
5.48333,7.03041,215038
59.93111,30.36072,214625
25.79535,-108.99244,214601
6.8485,3.64633,214558
-23.62611,-46.79167,214523
37.54827,-121.98857,214089
8.55,39.26667,213995
8.17731,77.43437,213858
50.75932,25.34244,213661
60.39299,5.32415,213585
45.26667,27.98333,213569
35.95411,50.60607,213388
32.44201,105.823,213365
36.521,46.2089,213331
-23.30528,-45.96583,213110
35.65924,139.54837,212977
-0.58295,117.09503,212816
-34.17083,-70.74444,212695
52.1934,21.03487,212670
33.66946,-117.82311,212375
5.36301,100.4667,212329
13.9411,121.1631,212287
33.52066,-86.80249,212237
-22.21389,-49.94583,212218
53.86893,10.68729,212207
37.60512,-0.98623,211996
41.02697,28.67732,211330
39.84528,33.50639,211138
49.2,119.7,211066
41.56667,2.01667,210941
18.21639,42.50528,210886
32.43501,13.6332,210697
36.23333,137.96667,210667
43.15478,-77.61556,210565
22.84067,113.2503,210411
13.77648,109.22367,210338
25.77276,73.32335,210103
23.03611,-82.37167,210053
23.0144,-82.3031,210053
53.21435,63.62463,210000
36.20655,36.15722,210000
24.85098,89.37108,210000
34.10834,-117.28977,209924
37.87472,127.73417,209746
10.34599,107.08426,209683
51.44083,5.47778,209620
2.9595,99.0687,209614
40.96946,126.58523,209530
-22.12556,-51.38889,209502
26.24861,117.61861,209444
26.55695,31.69478,209419
48.11198,-1.67429,209375
-29.76028,-51.14722,209229
6.81944,3.91731,209175
30.12796,77.28371,208931
47.65966,-117.42908,208916
14.97066,102.10196,208781
53.01375,18.59814,208717
-17.98333,-67.15,208684
50.87033,20.62752,208598
24.53399,81.29596,208461
33.35283,-111.78903,208453
18.42733,-68.97285,208437
-24.65451,25.90859,208411
39.24889,117.78917,208369
-36.91754,174.65773,208100
-12.3644,13.53601,207932
-36.8,174.75,207865
-6.2375,106.69556,207858
29.45137,55.6809,207645
38.88101,-77.10428,207627
14.0683,121.3256,207577
36.68645,-6.13606,207532
-6.55472,106.70083,207212
35.98122,139.74424,206915
-6.85,107.91667,206746
47.06667,21.93333,206614
36.9,7.76667,206570
41.54329,2.10942,206493
40.32234,-3.86496,206478
-18.1492,49.40234,206373
25.62745,88.63779,206234
19.60833,-99.16944,206081
32.36681,-86.29997,205764
-14.78556,-39.28028,205660
34.46667,135.36667,205561
19.83803,-90.5277,205212
33.63611,116.97889,205130
-22.0175,-47.89083,205035
40.48205,-3.35996,204574
30.77576,106.10294,204368
35.1,138.86667,204318
37.55376,-77.46026,204214
48.9215,24.70972,204200
17.50427,78.54263,204182
37.14828,138.23642,204137
47.53333,21.63333,204124
17.91331,77.53011,204071
45.40797,11.88586,203725
20.96167,-76.95111,203684
-22.85833,-47.22,203533
18.39856,-66.15572,203499
46.58333,125,203488
41.60054,-93.60911,203433
23.83605,91.27939,203264
50.9787,11.03283,203254
34.16056,-118.26452,203201
25.37556,86.47352,203163
3.8,10.13333,203149
59.94091,30.25377,203058
35.25556,139.15972,203035
5.7,-0.33333,202932
37.07417,36.24778,202837
49.26636,-122.95263,202799
36.55132,52.67895,202796
21.30898,76.22996,202695
61.49911,23.78712,202687
28.58917,112.32833,202608
41.15917,27.8,202578
53.46057,9.98388,202571
35.60028,103.20639,202402
22.70497,90.37013,202242
-6.39472,106.95917,202190
22.69385,72.86157,202067
-5.1875,-37.34417,202005
57.8136,28.3496,201990
35.02306,110.99278,201950
32.64861,14.26191,201943
31.72,72.97889,201781
-23.54889,-46.93417,201748
25.781,84.73089,201597
-6.15917,107.29806,201463
-19.46583,-44.24667,201334
